sim_id,id,condition,v,a,bias,ndt,ndt_var
1,1,1,0.7094097092811995,2.2061029469876803,0.5195927234250992,1.9597648454175167,0.3536690044015805
1,1,2,0.4100536234100068,2.7439333790308424,0.5499348824911008,1.5804295380800528,1.1643047929547252
1,1,3,-0.18489382533055285,3.1068428394410588,0.5007947368804471,1.4911892099876056,0.7746253490354216
1,1,4,-0.24651066971164967,2.4876381915467336,0.5113667108247221,1.7402115833105216,1.4036014649373392
1,2,1,0.9055430156954835,2.3045587515925776,0.5091563304337207,1.7058887390212127,0.3546711434418601
1,2,2,0.1462292616490875,2.7129077567482986,0.6146915737289322,1.8323319924695334,1.1703247679424678
1,2,3,0.36154483068133303,3.028749534851111,0.5559498467106642,1.2504218938500402,0.7518392944995546
1,2,4,0.1467453536213611,2.4775302004634403,0.5179286695505164,1.8720032243022608,1.4805262383283742
1,3,1,1.2463008114118563,2.1552728034847592,0.485628955658623,1.768737427029425,0.31608604544556274
1,3,2,0.45802976534329015,2.615391455399598,0.511978088651015,1.6231493237777814,1.147489055226939
1,3,3,0.7438855301567044,3.1366266154718945,0.607850288479712,1.5822525502971476,0.6525165792109705
1,3,4,0.001316746879730461,2.587259021495558,0.5438774023429398,1.5808565473751415,1.347683437524746
1,4,1,0.9086506744481213,2.3428844376984426,0.48641442398151136,1.8395724206290365,0.3637159330914545
1,4,2,0.5323866194917201,2.747751294053302,0.5859007106584243,1.7510106401556216,1.2619047016123888
1,4,3,0.24316230522798923,3.126291981272726,0.5568734733897798,1.4552413273296747,0.691584552384966
1,4,4,-0.12320178419048154,2.4766657279110857,0.470102955723327,1.678613650692873,1.3643125153176627
1,5,1,0.6605538874672536,2.168595513456181,0.519025904131607,1.7966520636409327,0.32765626088776206
1,5,2,0.1464134818063562,2.807629878850514,0.49566175266259277,1.6759306557520213,1.231872421169706
1,5,3,0.5213104431883585,3.1641578758019793,0.540965566085807,1.2559204143657536,0.7086453558357882
1,5,4,-0.27106266887304975,2.4122088235278936,0.5461469255956399,1.616262264687272,1.439649445564797
1,6,1,1.091908125808414,2.158509941924672,0.4581760973269589,1.881418217656866,0.2930645575818884
1,6,2,0.8267307958305123,2.6750408982691516,0.6237493292537893,1.9049340784991267,1.1224619783780276
1,6,3,0.5218008376003018,3.0927720676106847,0.5716614466976048,1.2918473507943298,0.7378269809432647
1,6,4,0.1438461760004093,2.4793489939227533,0.5393716637659384,1.8763464670095826,1.4282767776012868
1,7,1,1.1310450057966108,2.244746934502857,0.48570338812911434,1.811572447980088,0.3223795139762241
1,7,2,0.5439367448719603,2.680030881181606,0.5039651468771442,1.7134216793038481,1.231513135532446
1,7,3,0.48663696633327636,3.100700124048291,0.5339629181964648,1.5245894162466183,0.7737078119891291
1,7,4,-0.1643983035451469,2.3815186383289553,0.48312536879639856,1.7456563871128048,1.4068987886428301
1,8,1,1.2638357296370064,2.2084801180801503,0.4810398900207335,1.8816460804595605,0.32097792138640585
1,8,2,0.4056498619877726,2.570621778814037,0.5307276742505441,1.7250842215930213,1.106720002917642
1,8,3,0.6208773068888985,3.035318825802882,0.5365026748601213,1.2828360188570063,0.7651683469975863
1,8,4,-0.04153886750099037,2.4069854211220387,0.48045433752999894,1.7472191863117845,1.4098964832555954
1,9,1,1.056050814660424,2.2821713478386143,0.46630056801113384,1.7776826875257834,0.3385979315589084
1,9,2,0.6069877538103391,2.542448201552276,0.5082879602166457,1.5819116634760384,1.185581023192393
1,9,3,0.4093579968002314,3.180465679783476,0.463962604808009,1.6522971736413967,0.70940224041274
1,9,4,-0.37706071115587847,2.5570616780717548,0.5200040569262233,1.8376285248605515,1.3816609607089079
1,10,1,0.9076005669631799,2.2644462869494033,0.4750101908729876,2.1363504840947516,0.3686892574958379
1,10,2,0.3336578537118465,2.6946050884381902,0.5249498147519686,1.488645749563743,1.152184320775058
1,10,3,0.35430642180322175,3.0735099768872947,0.5130246576517996,1.2754926953620607,0.711047473710849
1,10,4,0.3595636754478955,2.4651259083728343,0.5735555238612811,1.449160032040833,1.4729910169057132
1,11,1,0.778080553662743,2.271850394544582,0.4965641570330149,1.93966159632117,0.31973396129137843
1,11,2,0.45721597253172847,2.7011287508736093,0.5306275704190152,1.747190468527019,1.2004114189632162
1,11,3,0.32461537995191225,3.040212261571035,0.5764188772821693,1.2616234074520924,0.7591334762424863
1,11,4,-0.31632643083303125,2.4232964902296894,0.46536606128254193,1.905097812804608,1.4617086247395412
1,12,1,0.5381958039367113,2.2707510775811133,0.5539202764291453,1.7885714096869487,0.31852542797683336
1,12,2,0.42348887784675826,2.806377230841128,0.5522846823835716,1.8399033646988558,1.2336618153223764
1,12,3,0.7929960742123572,3.034674905724718,0.5350167994660239,1.254272209833275,0.7303877708818368
1,12,4,-0.5007287714958636,2.4411783262556344,0.5388391607622152,1.844059095118979,1.4223678685592327
1,13,1,0.874070049460252,2.155790771543292,0.48606314968891134,1.7232721459830334,0.282977213107622
1,13,2,0.6349962623481902,2.636792663520825,0.5352153052522338,1.5788207028834909,1.138337378761117
1,13,3,0.5751571427922465,3.0038380002489262,0.5666863507335932,1.403047942398381,0.6727261449067663
1,13,4,0.01397118220204954,2.502321575116579,0.5147170643920932,1.649435054120734,1.4157769400447955
1,14,1,0.763510321734391,2.191037005843735,0.5333122325509947,2.013008712333953,0.3084816561562048
1,14,2,0.2718329207942181,2.7537379185443127,0.5439847212085623,1.6875475749096427,1.1668650045407403
1,14,3,0.25264858343233537,3.205810877446628,0.5196435922305385,1.3797658616300388,0.7032583260231685
1,14,4,0.2583765940536386,2.5179885630461647,0.551034558494067,1.8234723021070773,1.3398128185049298
1,15,1,0.979072925867322,2.1871997033735586,0.4316760207087644,1.7120970539522755,0.352482781471758
1,15,2,0.6325988606827921,2.4933887832178656,0.5240779861725952,1.6053052864768163,1.1914702987568266
1,15,3,0.5272446092325077,2.9952892777469846,0.572261762338956,1.4135910404275707,0.6883365302587666
1,15,4,-0.21138668085373077,2.5343696861307063,0.5109600715760593,1.8340360927039583,1.51342573896384
1,16,1,0.8233760260228604,2.0487098223255913,0.5203557983294326,1.925630672947626,0.34640064684732214
1,16,2,0.6528966608249789,2.693257013912572,0.49714009458836805,1.7045726013859932,1.1225454759163274
1,16,3,0.387140662006518,3.2120106465892664,0.5426090125561853,1.5093665609488387,0.7754597880517147
1,16,4,-0.3845732984176972,2.5115008223075965,0.5073405993041148,1.6883328649356504,1.3905503927597227
1,17,1,0.7792107654383039,2.237196990607851,0.4958544822662613,1.834584338401578,0.3360633040172374
1,17,2,0.6919324372083542,2.7314546676714384,0.5470033129829585,1.866275634928608,1.2356022179892028
1,17,3,0.5656859085175997,3.0771540700174653,0.4903452489705969,1.5109071320725924,0.7131300767473643
1,17,4,-0.3385145083288444,2.5501476723240493,0.5187804664405078,1.728236043065618,1.4329900496838555
1,18,1,0.9138513328120809,2.2187765703675875,0.49157261492933874,1.797705224229515,0.34545996733518514
1,18,2,0.5810630878925477,2.738170867519944,0.5512157948080577,1.7285564173035943,1.0787281688725796
1,18,3,0.6188191997934639,3.1392116447514407,0.5154682908076257,1.3186472234276303,0.7744554786141643
1,18,4,0.37132947223370266,2.3423405842214753,0.5285453137629118,1.742149752617939,1.436205974612707
1,19,1,1.0289494569343325,2.1510350359269657,0.522285858658066,1.6755061794988317,0.306103021935722
1,19,2,0.3504231993134283,2.6558862430074006,0.5215036155275735,1.6125148641408273,1.2254983070714123
1,19,3,0.4237726682278831,3.2066102707794166,0.5318357748786088,1.4330442740820515,0.78478131408385
1,19,4,0.1516719018829745,2.4081766639328688,0.5344969692183804,2.0073831678201706,1.4083417920668724
1,20,1,0.7677900129459793,2.2822755355389113,0.46885735035196713,1.8335107345382686,0.2947474487395896
1,20,2,0.9479302839819476,2.7354617369506005,0.550451569080214,1.9180166819674158,1.2195883858895475
1,20,3,0.48711943761638316,3.0684606547040314,0.5453695698186692,1.4937601185225842,0.8266419650438456
1,20,4,-0.03816841894762321,2.5109516891021313,0.528767912278638,1.7629184109402063,1.391199204102805
1,21,1,1.1222501548295365,2.150723454090987,0.45660504538693425,1.8285074034441913,0.3573452556950765
1,21,2,0.8592955565424034,2.6147785419639282,0.5676000269119117,1.820423260603601,1.1988304619328187
1,21,3,0.8157224478499551,3.0670811460376606,0.5499272869546452,1.5061134976877875,0.7072188770366754
1,21,4,-0.3397584970100928,2.4036973818277025,0.4972531902133614,1.8087282092306194,1.3903148807536891
1,22,1,0.8302227146913191,2.069302227284862,0.4551232912843214,1.8681194161510342,0.3269796445512046
1,22,2,0.10109046483146689,2.766141357305222,0.5118660922909335,1.5662117229747765,1.082509803094108
1,22,3,-0.20321118017925122,3.085651769519031,0.5473602947571654,1.2549794224803992,0.7533485634048093
1,22,4,0.08995273541275593,2.4794394777221336,0.5113137831546473,1.6352141753572498,1.3999817943928665
1,23,1,0.8979047018568319,2.089554600914552,0.48389531817045484,1.7022449974328304,0.34964041510382005
1,23,2,0.5633566842249971,2.6233671457087846,0.5692968674092304,1.6734723585650564,1.18318995827517
1,23,3,0.42138393963674486,3.083009138040601,0.5795039196640708,1.526693558017002,0.7206525689604517
1,23,4,0.13720556035490544,2.535946269454085,0.5078767002940033,1.9332824650015437,1.2945950404154585
1,24,1,1.0864861596699247,2.1976340107212695,0.53570338270297,1.9697925931711353,0.29421603293781956
1,24,2,0.14511862089915964,2.7596249006324056,0.5754400081461066,1.8571867895662824,1.1917536436042766
1,24,3,0.6376651574200342,3.103469185588415,0.5744653114478911,1.2084259632281973,0.6817396908832833
1,24,4,-0.27967987813588124,2.5457613474585274,0.5270412863121704,1.812292804965272,1.3603655317961891
1,25,1,0.858684670175096,2.1614323882419373,0.5186346545437187,1.8157661368549036,0.32664457329173463
1,25,2,0.6609123048536253,2.5013373067914046,0.5043108328817586,1.794963521192411,1.2213792047334737
1,25,3,0.2760013556596489,3.0853103827992214,0.5002200646842565,1.3641855083201555,0.7395955377065025
1,25,4,-0.50919447328751,2.5597705144063494,0.47685439990597506,1.8724584482015714,1.4014745018099841
1,26,1,0.8795790481011735,2.1253863514883395,0.5032281615419449,1.900722179792975,0.35743060083201894
1,26,2,0.4458075921111221,2.7564999526165703,0.5018391651111109,1.6092486442213823,1.1415639907706499
1,26,3,0.007483738150952094,3.164504970348605,0.5030945041625672,1.1852886403137128,0.727002628022654
1,26,4,-0.8118979288003993,2.5991647094005748,0.5172917127088966,1.7378183375140583,1.3376514706064706
1,27,1,0.8094992244559351,2.2101324860953344,0.5005890201414852,1.863714567258577,0.3381389201534165
1,27,2,0.5050783451886728,2.676978647416394,0.5856531934030041,1.764673140596451,1.0919910486905988
1,27,3,0.4282023166791389,2.9815688360338863,0.5880530714315989,1.164213681086366,0.720206635666102
1,27,4,-0.1108138633313268,2.536348716235086,0.4964524042908899,1.930079746208464,1.4508754561248458
1,28,1,0.9295991985174489,2.1607145352380557,0.48575721354157864,1.9944127683703678,0.33356187708178053
1,28,2,0.3585540822205976,2.599539369411764,0.5138202760814717,1.4970657230591846,1.1666679125844117
1,28,3,0.24171423170964668,3.0405103632608474,0.5444028989090531,1.3294687880113853,0.7475680021841251
1,28,4,-0.3571021027827766,2.535691000926989,0.5947476825903074,1.4819850148707396,1.316421397965115
1,29,1,0.39114973366210837,2.115482883145224,0.47019363735162967,1.909000322264964,0.3112326746882583
1,29,2,0.8000750599993015,2.596855032052717,0.509794564480062,1.680204764191281,1.139348983269915
1,29,3,0.8544757592644957,3.0832850791100292,0.5549495622824244,1.230687366986857,0.7496629934200773
1,29,4,-0.01820220310129318,2.6000384401343104,0.5300811236848924,1.6772727088897044,1.4238328779180145
1,30,1,0.6045947720283162,2.156826822440311,0.49034108789908853,2.0297844206838658,0.3483867740349486
1,30,2,0.7225931585300095,2.859546243762571,0.5281660303929195,1.680369882466616,1.1472859932599349
1,30,3,0.40865623790887756,3.0639856954860147,0.5219364197773118,1.6726342239051277,0.7398429918662242
1,30,4,-0.1013546887933162,2.415137805667669,0.4980680708315816,2.015686865793943,1.3878477175428503
1,31,1,0.6961239765970438,2.144503667256701,0.48043822729137264,2.014938261784283,0.34117553163003705
1,31,2,0.8751025437966793,2.6549278621710197,0.5304313658508365,1.6990716100668097,1.0932067317741352
